,0,1,2
0,0.6845801,29.430864,-5.582159
1,-6.653201,31.132282,-5.8012133
2,7.253764,19.28141,-6.5989184
3,1.4680693,26.076635,-7.110109
4,10.094199,20.131107,-5.365437
5,-11.048868,29.952612,-2.195981
6,-10.338898,33.992123,1.3558121
7,5.99713,25.314693,-6.234591
8,12.19244,17.267843,-2.030966
9,8.102331,26.073061,-4.538645
10,9.852256,6.1395545,-13.996147
11,-4.131672,21.3176,7.7125382
12,-3.1970744,19.637056,14.135564
13,11.7295475,14.66559,-4.0270867
14,6.743306,5.0547833,-5.5611115
15,5.5479813,6.676372,-7.9403176
16,3.6685224,3.5771885,-6.4058414
17,9.30116,7.0463295,-5.6035595
18,5.1705585,14.63527,-11.39869
19,-4.7323527,6.3379817,5.0152774
20,-1.7348379,-0.7632242,3.4715173
21,4.8324137,6.0497694,3.7827039
22,-1.7571532,1.4200534,6.0546236
23,-8.21721,5.4878345,-4.0499487
24,3.9426353,5.1308594,-1.7372781
25,9.721649,5.4910207,-7.977049
26,11.900798,6.9835877,-6.2927494
27,2.9483414,2.7485006,9.83903
28,-7.9291935,5.4326854,-6.9995055
29,12.288141,6.141366,-11.232086
30,11.730818,0.7668541,-5.3971543
31,8.983608,4.5904627,-1.9664426
32,2.4503963,9.975727,-7.8551893
33,0.12985341,9.862883,-5.265507
34,10.806775,9.938752,-5.829493
35,8.798665,11.774811,-7.6659555
36,4.406338,7.859945,-5.7816014
37,10.416004,23.201128,-4.672251
38,6.084681,29.800253,-4.6753893
39,9.94765,23.784864,-7.603828
40,-5.0714016,32.852657,6.449897
41,1.9825525,15.53937,-7.3552475
42,8.878763,13.964338,-6.2760177
43,8.630905,18.792925,-3.9219687
44,11.144062,16.30981,-7.9097414
45,10.586119,18.708174,-8.962377
46,11.605065,18.07196,-4.4679646
47,0.84733886,23.578518,-8.710607
48,3.8482747,9.063207,-10.040654
49,11.408018,13.893923,-10.127891
50,12.889828,12.271246,-6.6628475
51,10.224919,4.1423464,-4.664581
52,5.8683834,9.7911825,-7.190516
53,-157.77588,-82.75957,22.03173
54,9.012163,-5.0342507,-5.5661464
55,-22.986048,30.140394,-3.8564508
56,-20.64461,27.947989,-2.4658008
57,-6.714355,29.992178,1.4943099
58,-6.7339664,28.00774,0.19804503
59,-19.049732,29.108597,-1.1463106
60,-2.5350893,32.819874,0.03911621
61,3.2621722,25.11805,-3.4894083
62,19.15353,-88.56211,196.74054
63,9.24762,22.421324,-1.5192218
64,-2.1333094,30.20861,6.3523035
65,0.07991803,30.21853,7.3926806
66,-1.4425985,27.085184,9.591151
67,-1.2221462,19.288982,10.6669655
68,-0.064463414,16.341513,9.424137
69,5.5461736,19.609348,2.5051916
70,0.855245,18.12231,6.3785377
71,0.39559358,20.112259,2.938222
72,5.2620144,22.9537,-1.3380187
73,-13.609592,10.447558,1.8800741
74,-11.336754,15.524137,1.8290628
75,-0.49518526,2.969595,11.00918
76,-10.925208,8.45941,12.779633
77,-10.139169,5.57288,4.7847543
78,-10.855345,6.657576,7.110316
79,-17.82108,8.741569,0.05993945
80,-3.226284,18.462639,8.450099
81,-2.267615,19.316578,4.18491
82,-5.4586062,20.977495,3.230187
83,-0.24850091,26.317064,0.26190373
84,-2.4180722,27.561743,-2.4313588
85,-4.4750247,28.981857,6.559441
86,-10.804244,28.420376,-3.6890802
87,-9.562627,26.193811,1.8797752
88,-5.376208,31.909218,-1.3327212
89,-5.242652,34.578426,-0.8874351
90,-9.63182,30.718182,-5.4080496
91,-9.149602,33.827343,-1.6934301
92,-9.131597,28.697037,2.6077044
93,-4.3806896,29.7888,-3.3799076
94,-6.9970226,29.297157,-3.731513
95,-5.619441,-8.458301,15.421148
96,-6.6039176,-5.0078278,10.846064
97,-9.901623,10.305075,16.874788
98,-12.806808,3.0571895,13.455671
99,77.12811,-131.01926,264.02615
100,-5.4235935,4.095678,10.022916
101,-6.7188363,17.454664,14.921424
102,-5.433089,17.919018,12.864622
103,6.9344516,25.487413,-1.4584994
104,5.354682,-9.015041,-14.515723
105,2.3590155,-5.1350427,-14.071249
106,8.724662,-0.13072182,-12.206497
107,0.31573477,-14.471414,11.961427
108,5.2150335,-13.106554,-13.195473
109,13.249858,-20.48548,-16.160118
110,4.0443625,-0.024632761,-13.151092
111,-22.315702,30.31288,-0.70541006
112,-18.840061,32.189487,2.2824175
113,-2.0523932,-9.816607,4.7180467
114,2.0170681,1.4945267,-10.405456
115,9.683613,-2.9467564,-12.4995
116,9.2489195,-1.3380514,-4.464187
117,8.189055,-5.789376,-12.944878
118,7.5713396,22.446463,-4.7640824
119,-3.8146703,28.497997,-6.194299
120,5.352961,9.55653,-13.483771
121,4.8481436,11.804327,-11.916917
122,6.8087087,1.0337964,-4.5982275
123,8.754172,-0.8596466,-7.2247696
124,3.85143,14.083655,-8.655611
125,-3.8029423,4.3194795,-14.028031
126,1.7502996,-10.558769,2.9994817
127,6.459315,-2.8060555,-5.9213777
128,-2.476876,-3.1367593,5.1076446
129,-1.5632448,-10.734713,7.071533
130,1.6422908,-8.880713,5.253414
131,-116.41628,77.829994,118.6706
132,-6.3330026,19.22645,17.721153
133,-2.864944,-26.424707,-20.711258
134,-1.6833426,-31.1845,-7.7150183
135,5.2196164,4.6563935,-13.669336
136,-12.900625,-23.005573,-15.62609
137,7.8942065,-8.225439,-11.503589
138,10.725805,-7.82576,-11.763283
139,4.148144,-0.038843058,-9.458045
140,7.726446,-7.7251287,-8.087365
141,3.3321013,-10.787334,-4.7062416
142,4.5485625,-4.962138,0.90735096
143,-9.237942,-0.8921698,-2.7145474
144,7.654009,4.8279977,-10.962557
145,5.6773777,-2.7841094,-1.2085927
146,2.9321663,-7.399775,-7.169528
147,1.164755,-16.159306,-2.1217453
148,-12.9255905,30.227156,4.614959
149,-16.636734,28.847624,2.8201165
150,12.803251,11.427121,-10.260271
151,8.3739,2.4585803,-6.7757077
152,9.778747,9.332624,-12.687734
153,-6.919431,3.5074067,-4.543153
154,2.9625604,-1.1130713,1.1874607
155,6.969707,-5.6484227,-3.2023659
156,2.3216252,-4.756031,3.0844202
157,15.476402,11.087431,-5.7555842
158,-4.6515512,1.9330707,-2.5589755
159,-4.939629,4.7264886,18.425453
160,5.9092,-6.2792764,-6.0929804
161,0.92444646,1.2609726,7.5064597
162,9.278006,1.6451995,2.9496245
163,11.952053,9.919575,3.7120228
164,10.746992,3.817409,0.9189262
165,-1.884287,3.0315394,2.9252279
166,8.756405,8.362304,-9.5720005
167,0.012786774,11.779395,7.2211843
168,-6.2419453,14.329006,12.6672945
169,-10.516581,1.6520381,-0.7489939
170,10.103251,11.284613,8.624097
171,1.1523963,-2.6443868,9.208103
172,6.2270565,-3.5839396,9.34161
173,4.49685,0.26240352,4.6241546
174,-8.75422,-4.0759263,7.671539
175,2.9000015,6.253685,5.498799
176,7.684937,5.8499804,4.226692
177,11.49417,12.772639,7.152737
178,5.208208,6.8670774,6.695294
179,1.7454323,10.141161,1.7247636
180,8.327507,7.89734,2.313706
181,-0.8562133,16.702627,1.8337834
182,-6.8129687,3.375545,-0.24168643
183,5.3083334,14.039581,8.060087
184,3.7966855,12.215665,8.551927
185,5.866204,-1.6316891,7.931327
186,10.661486,9.154968,5.468256
187,10.306941,17.934196,9.274041
188,6.5411115,11.538665,11.00128
189,4.752709,-13.172893,4.5650105
190,-4.548463,1.2466874,-11.494455
191,-0.8761039,0.9224988,-0.21580167
192,9.353266,-1.583253,4.654905
193,5.921153,-8.715662,4.706662
194,-0.6364305,8.493923,0.2875283
195,9.920205,14.223704,8.765358
196,-12.495808,6.300227,0.0065430636
197,15.482189,16.363863,-2.2687814
198,-4.079259,-18.343092,-4.635797
199,-4.67758,-4.831102,-16.027699
200,-6.6346397,-19.059084,-12.923295
201,-35.809593,-54.959137,-114.656166
202,3.814564,-11.515625,9.633711
203,-2.443488,-10.623091,-9.137967
204,14.962491,-9.142754,1.1003519
205,-10.912756,4.0747313,-15.719719
206,-4.630468,-13.837625,0.3923745
207,-0.017299084,9.982471,-9.878907
208,9.959487,-14.661044,2.5451589
209,6.406875,-10.249669,1.3358909
210,8.736568,-18.45796,-0.8867055
211,12.370358,-14.3868065,-0.5349264
212,-1.3351583,-4.3604717,-19.772514
213,16.642065,-26.509924,-1.1161982
214,0.06260558,-14.539557,-10.770203
215,18.39931,-13.32572,-14.565082
216,-4.9246535,-5.04872,8.411268
217,-5.535355,2.4973168,-9.64801
218,8.703406,-21.701742,0.21214515
219,8.332759,-16.957699,3.51352
220,-4.499732,-16.578558,1.4199789
221,12.199019,-19.504393,-6.5291677
222,-12.980312,-24.679804,-17.53958
223,2.931111,-8.20927,-13.937245
224,-7.422398,-24.104809,-13.244173
225,-4.5028825,-23.218113,-12.434617
226,5.0664086,-10.722897,-9.361752
227,9.831038,-11.207384,-0.070792444
228,5.760643,-8.865258,-4.666208
229,13.300501,-21.77889,2.062563
230,14.282551,-24.295948,0.08323818
231,4.3539195,-11.737876,-6.6956544
232,12.554107,-24.491251,2.848913
233,-9.722852,-19.37572,-11.763609
234,2.994065,-16.771164,0.44722408
235,3.4671314,-14.535624,-2.3263052
236,7.700747,-13.583153,5.757338
237,9.098085,-11.670533,4.330943
238,8.419746,-15.792485,-0.3742957
239,5.4427886,-14.162017,0.5256151
240,5.4592605,-2.2048612,2.477339
241,11.566734,0.68740374,-1.117313
242,6.12394,5.464167,0.10323731
243,9.004962,0.5327277,0.30405062
244,-5.8916073,1.2371397,0.2728012
245,5.9027443,-11.710666,6.774714
246,7.5140676,1.158066,5.330852
247,11.099482,15.576027,6.3218083
248,14.645714,19.588114,3.8543954
249,15.084216,14.618407,0.029919695
250,12.602978,2.0133436,1.5006694
251,12.891655,28.030437,2.733023
252,3.0275898,7.3815536,9.2184725
253,14.127758,7.180766,0.30366793
254,16.389679,22.357948,3.4992628
255,13.239424,10.948963,1.2851042
256,12.08621,19.713223,8.219709
257,14.452065,20.848951,9.991408
258,11.501073,22.467241,8.299035
259,16.138014,26.609251,6.0775647
260,12.700136,22.510103,5.064166
261,12.765762,17.598215,2.3253875
262,14.969998,12.693923,7.834998
263,15.161691,12.092136,5.5061274
264,0.9456435,38.634438,6.420343
265,-10.612164,25.886808,4.796893
266,-9.52792,8.048861,-11.6587925
267,-8.683951,6.147425,-11.448006
268,-7.971681,6.5633154,-17.87993
269,-7.871752,8.992769,-16.010756
270,-7.6213927,4.3460765,-16.493025
271,-4.0691657,6.457428,-15.847411
272,20.701868,-17.431139,-12.474454
273,0.8906437,-22.700073,12.911475
274,-3.5017776,-13.419273,18.00015
275,-6.5804114,-12.843966,13.224167
276,-11.83943,-9.838305,14.94763
277,-7.1855574,-15.532101,10.789934
278,-4.367428,-15.150566,13.693642
279,-0.5926338,-14.401411,18.764284
280,15.984059,-16.17893,-9.730714
281,13.509193,-13.751426,-9.397744
282,8.082286,-24.601093,-10.521043
283,-7.829885,-13.081172,15.913061
284,-6.16874,-20.41634,5.4403553
285,-3.9297092,-21.553547,7.7247653
286,-2.8695877,-19.445684,6.975907
287,-5.5461035,-18.496517,7.9958286
288,0.43031874,-19.356426,11.964349
289,-3.4976063,-9.936872,21.764116
290,17.696177,-24.532318,-2.8816414
291,-5.640535,-5.8330264,18.244823
292,-12.039876,-10.289848,19.99829
293,-10.531389,-14.073981,15.587907
294,-9.541226,-13.517025,13.171053
295,-3.7909138,-11.862166,15.858917
296,-1.3915002,-14.503636,9.969942
297,0.9360639,-15.926567,9.950309
298,-0.6926752,-9.739522,16.27321
299,-3.420444,-9.130248,18.507795
300,-2.5494843,-7.5134087,20.602783
301,-2.724292,-7.6824455,16.658497
302,0.49355462,6.344552,11.172445
303,-3.1403623,3.9727242,8.295616
304,1.1393464,-2.869973,6.451568
305,-9.749558,5.182719,9.11241
306,-0.98821914,-1.0356666,6.72566
307,-18.242271,14.835441,2.5422227
308,-8.967281,19.714273,6.53094
309,-22.06114,17.47587,7.830859
310,-9.489102,18.16521,8.51548
311,-18.051386,14.376558,6.6565514
312,-20.313675,17.039053,10.216996
313,-22.964396,14.57291,10.237783
314,-11.62341,10.365311,9.994088
315,-1.8148258,13.74733,13.826501
316,16.77278,23.55389,6.099477
317,15.059025,5.6679244,6.489057
318,11.937932,3.8592193,4.627038
319,-3.7580009,15.799301,7.8078475
320,-21.92125,16.980217,2.4018528
321,3.93878,7.9985957,14.146148
322,-4.5489874,7.771678,8.005284
323,-3.7849512,12.933412,4.0984178
324,-18.316292,27.541475,3.00495
325,1.8126618,9.581607,4.284517
326,1.8000109,3.6602776,4.560452
327,-3.4533024,-1.3244866,11.498315
328,-14.931865,6.958921,1.7443337
329,12.726664,26.512173,9.686015
330,2.1932666,-4.576557,12.820813
331,-19.797102,16.408302,5.385289
332,-6.964729,-0.57677865,8.112324
333,-4.472374,0.7045971,13.418448
334,-9.147454,3.6984246,11.25265
335,-13.460795,4.2024107,3.0792465
336,-1.4565325,15.313562,11.096214
337,1.316268,-3.6351297,16.81044
338,-11.840839,2.8487291,3.696061
339,-2.058229,6.421965,14.346562
340,-13.434146,21.485876,12.169682
341,-2.7542415,8.177567,12.391627
342,7.5398264,8.450587,-13.22149
343,-2.2783556,12.620193,10.947537
344,-2.207386,10.906489,14.927615
345,-9.845709,24.83449,14.392613
346,6.158638,9.09345,6.658291
347,-4.233429,24.528635,8.66051
348,-4.393591,25.31706,11.31864
349,-1.4681653,-3.000949,9.732035
350,-1.6469883,6.6846814,7.927459
351,-3.4279778,1.6053635,8.594134
352,-8.926053,1.9476514,-2.5746562
353,12.800638,13.811047,10.793751
354,5.413191,1.2380843,2.469036
355,-2.900805,5.1370144,11.195691
356,-9.0805435,5.295104,14.181054
357,-14.011608,9.037842,10.982678
358,-0.56425583,23.861948,12.991454
359,4.194747,19.836718,10.5082
360,2.5960894,8.784075,11.494963
361,-5.1323895,5.778393,14.185882
362,-2.130042,3.4967337,13.588614
363,-2.7771966,23.626945,0.2375803
364,-3.775848,24.767847,-2.9098558
365,1.4782162,25.78616,9.958659
366,-0.2846736,20.789892,5.761315
367,0.76639384,24.09668,1.8348705
368,-0.11239569,30.35052,3.8682115
369,2.9907799,21.728373,-4.0498905
370,0.45704082,26.112793,-3.5022023
371,1.4790642,23.091625,-1.7173303
372,3.9054968,22.731176,2.0949364
373,2.906547,32.013527,1.9532508
374,-3.6651196,32.129723,8.819049
375,-0.54242456,34.953773,7.2038293
376,-2.2757633,35.99735,6.0205503
377,3.0933456,27.937868,-0.47743365
378,5.4412503,27.929092,0.8680999
379,-11.947056,16.635605,10.405759
380,-12.108599,13.271178,8.177231
381,-14.562923,10.56378,8.237861
382,-13.452012,5.753584,11.515792
383,-8.422918,11.78343,14.718722
384,-14.052069,6.6317487,14.182135
385,-11.941135,0.2710492,14.056101
386,-10.113493,-1.9294046,13.573007
387,-7.203954,-7.1692657,12.696465
388,-6.496867,-5.0055275,13.920635
389,-2.7378428,-8.837797,12.992644
390,-3.7682796,-10.634666,11.05366
391,-7.650333,-9.428896,10.704601
392,3.3686836,-7.8141503,16.745146
393,-8.248609,-10.094421,13.656885
394,-3.7811556,-6.48993,13.569747
395,-10.20382,-6.4965544,11.296901
396,-10.583998,-11.27147,11.189773
397,-12.376263,-0.5963428,10.562887
398,-13.4296665,12.786393,14.712496
399,-10.692579,15.821337,16.30317
400,-9.569856,23.245865,0.78360194
401,-6.0882354,-5.7600336,22.664522
402,-8.108607,-9.228007,21.79713
403,-11.833969,-4.589749,14.155818
404,-9.472658,-7.4984875,16.520535
405,-18.795546,20.93336,8.413112
406,-12.139104,8.88588,18.07048
407,-11.00101,15.130385,13.903725
408,-8.569951,-4.1346307,16.592556
409,-1.3338181,-12.718462,21.020617
410,-6.117117,-11.677612,20.123562
411,-5.044296,-8.361603,24.218884
412,-3.1390572,-14.027669,21.985857
413,-9.708709,-10.451848,17.509403
414,-19.640757,12.814719,10.870194
415,-17.341257,11.901001,9.789082
416,-17.35125,14.709192,9.750296
417,-12.548467,20.80765,0.54381096
418,-0.7086493,21.738794,-3.9262326
419,-11.46193,19.524988,16.947659
420,-13.123297,17.820877,16.799955
421,-15.722713,15.331326,15.867603
422,0.7918997,2.6770005,-5.541487
423,-16.120832,3.4206405,14.740354
424,-15.714036,11.207595,15.060378
425,-11.978991,13.451123,17.298
426,-16.102455,10.691036,5.0698237
427,-8.346092,8.752793,9.077129
428,-10.7010975,11.224959,13.810041
429,-14.42839,15.349223,6.609744
430,-5.149236,10.385345,8.592358
431,-5.3055,23.94192,4.791836
432,1.9839694,15.383152,13.469953
433,-13.727311,18.831078,10.547154
434,-17.473284,17.210232,7.93642
435,-8.785378,4.4423814,-14.07
436,-5.2374206,1.6650625,-14.626961
437,17.423954,26.418144,8.285502
438,-7.062767,13.727092,16.751535
439,-9.03746,14.673235,7.0408497
440,12.665921,25.514666,6.9962206
441,12.6645565,25.073416,4.102279
442,5.415146,23.674114,6.812406
443,0.855532,14.349198,15.807881
444,10.211612,13.393342,4.3944106
445,14.215433,23.81177,8.298568
446,14.744868,21.280058,6.6914177
447,15.155188,7.717765,4.7628646
448,10.2330065,1.9048164,6.445769
449,14.520308,3.9848566,3.602979
450,-4.3182244,17.150177,4.112978
451,-1.5133423,7.210394,3.804294
452,12.513379,1.0756831,4.250263
453,1.1135281,19.015408,9.868037
454,-1.4652364,8.271144,10.156574
455,-17.430988,7.460444,2.368293
456,-7.38523,-0.56349903,11.351733
457,-7.098488,10.576756,11.6852665
458,6.2319593,14.013097,11.575924
459,-2.56354,24.432539,4.770649
460,3.6333559,23.03598,8.978629
461,-0.972678,25.27598,8.312937
462,0.009365847,22.23476,11.181678
463,2.5175912,20.620903,0.06804459
464,-6.70041,19.43986,8.268445
465,-1.693296,33.50296,3.6248913
466,-1.300094,23.089624,-6.822436
467,0.7149195,32.599556,4.5637274
468,3.7979438,25.364502,-0.33000737
469,-1.7363684,21.172485,-1.1604841
470,16.41156,12.060161,-0.48592925
471,15.576504,19.905317,1.5369606
472,11.141065,12.10289,1.3351567
473,-12.978688,12.2136965,-1.0179394
474,2.5666542,21.506384,11.861443
475,-15.802026,12.801816,2.10798
476,2.979252,19.76323,6.046976
477,-11.832208,9.151178,1.3611577
478,-21.273851,12.115596,1.5716565
479,-17.706818,11.481681,0.3639383
480,-22.125439,14.966457,4.306254
481,-21.542759,12.450463,7.9357843
482,-20.831392,15.139276,8.257906
483,-12.384849,12.5523815,3.886175
484,-12.229548,33.32969,6.031141
485,9.311427,-28.71022,2.310359
486,-10.158238,34.75499,8.463037
487,-3.2241242,-33.30079,-12.277232
488,-8.932464,-30.872244,-8.794666
489,7.2530923,-17.493559,-20.549606
490,-10.54264,-23.477455,-19.598042
491,2.8525684,-26.743261,-18.841808
492,1.2640692,-26.614498,-13.08665
493,-5.3851194,-27.512817,-12.81114
494,10.497248,-23.37136,-17.034227
495,3.7056265,-23.347303,-21.142715
496,15.525821,-18.900234,-10.640357
497,7.3996544,-26.827871,-7.8664465
498,11.342399,-29.348358,-13.631356
499,4.3824806,-19.565964,-5.307763
500,6.2084427,-24.151642,-7.409509
501,11.656755,-29.932484,0.76062614
502,10.995819,-25.770973,-12.156407
503,-0.3130822,-20.678005,9.331299
504,7.5507,-19.030502,-12.003579
505,3.9275897,-19.462898,-11.685484
506,5.38223,-21.909552,-11.444486
507,6.199582,-22.643246,-14.370793
508,6.6578927,-28.371769,-19.850378
509,5.62236,-11.52152,-15.980206
510,7.5764346,-13.877026,-15.653835
511,3.7663238,-23.811882,-17.35632
512,6.6348944,-25.010962,-15.754225
513,6.2640977,-28.253496,-10.81988
514,2.704345,-23.681072,-14.151345
515,6.969357,-16.995317,-14.573204
516,1.2602019,-21.107918,-14.757793
517,3.992703,-25.86603,-14.87521
