,0
529,-17.255142
530,-17.64292
531,-17.868631
532,-11.367198
533,36.889328
534,36.801605
535,3.5227675
536,33.799976
537,33.38511
538,0.5171476
539,36.8879
540,18.12926
541,19.519444
542,-20.058775
543,35.616875
544,35.48501
545,35.57675
546,-20.915735
547,-20.291168
548,-14.207822
549,36.796883
550,34.059914
551,-29.526373
552,-21.550528
553,-22.560751
554,-22.967442
555,-23.408808
556,-22.60803
557,-32.54638
558,-23.777864
559,-12.88472
560,-22.769272
561,-21.949934
562,-23.59125
563,-22.823227
564,-23.144281
565,-23.123833
566,-24.202291
567,-22.890331
568,-23.689928
569,-20.986431
570,-23.328987
571,-33.242157
572,-32.876022
573,-22.894302
574,-16.211357
575,-23.190367
576,-25.9017
577,-9.619815
578,-13.6953745
579,20.004757
580,19.723108
581,25.324024
582,18.88033
583,18.760859
584,19.830765
585,-32.441467
586,-28.734219
587,-28.204094
588,-28.764925
589,-4.058353
590,-20.889782
591,-16.020552
592,19.601337
593,-6.0351405
594,-23.881561
595,-33.19703
596,-24.723244
597,-21.140503
598,-21.38651
599,-31.266787
600,-31.504606
601,-28.751244
602,-31.20503
603,-24.734083
604,-31.5251
605,-26.109064
606,-31.98007
607,-32.90681
608,-32.212074
609,-26.489975
610,-15.279646
611,-11.0729
612,-25.819395
613,-30.56624
614,-21.4687
615,-29.250158
616,-32.86254
617,-32.130905
618,0.5719397
619,-28.553663
620,-29.673103
621,-26.862648
622,-33.080772
623,-21.41748
624,-24.861433
625,-24.815582
626,-24.588673
627,-23.974869
628,-25.484398
629,-12.179455
630,-6.4630322
631,-16.980247
632,-17.248623
633,-10.218053
634,-21.042555
635,-34.111393
636,-33.70857
637,-29.7398
638,-26.402264
639,-25.59085
640,-25.217426
641,-34.143623
642,-34.1932
643,-24.746838
644,-34.343082
645,-29.463198
646,-29.207842
647,-10.375005
648,-19.473377
649,-18.629738
650,-19.536951
651,-10.418017
652,-19.11469
653,-24.626364
654,-18.919222
655,-20.335451
656,-18.933886
657,-19.384975
658,-19.442759
659,-19.117535
660,-27.94197
661,-18.133045
662,-18.14745
663,-27.489643
664,-4.255494
665,4.991958
666,-25.660883
667,-15.819775
668,-34.236168
669,-33.661396
670,-32.386574
671,-33.52725
672,-30.918175
673,-28.253405
674,-31.342464
675,-31.275873
676,-31.38832
677,-31.284657
678,-31.312923
679,-23.60662
680,-23.522886
681,-34.669563
682,9.073419
