9.054521633,0.174,0.653,0.0000153,0.000000393,0.174,0.0000196,7.620166791,8.376489507,9.470222856,9.681054364,5.450727513,8.777886527,8.82407832,8.995681235
8.115449098,0.0000337,0.626,0.0000169,0.000000434,0.304,0.0708,7.220418028,9.906018258,10.21276734,9.142167996,6.316674901,7.662725032,6.082803961,7.912333665
14.0283896,0.219,0.561,0.0000169,0.000000435,0.0514,0.169,7.274928687,10.59434827,10.65672404,10.17860703,7.352730167,7.856842758,6.83689917,7.982043665
15.14412634,0.196,0.804,0.0000161,0.000000415,0.000015,0.0000207,6.807901952,8.857647742,10.34354744,9.485339545,5.856385661,7.088628864,6.230336983,7.313144592
7.396460454,0.153,0.768,0.049,0.000000341,0.03,0.000017,7.836865962,12.2701915,8.405913169,9.393129498,9.627718137,8.648501157,7.186854576,7.66827381
14.64623185,0.0000259,0.882,0.118,0.000000334,0.000012,0.0000166,6.592399719,11.8355354,7.820584805,7.864855811,8.690800002,6.826572963,8.743950787,7.022903161
10.99863356,0.221,0.779,0.0000169,0.000000435,0.0000157,0.0000217,6.181572944,11.59232651,8.121042398,10.60569946,7.707598756,7.062632098,7.351531665,7.627086835
13.24311879,0.187,0.751,0.0622,0.000000397,0.0000143,0.0000198,6.850401056,12.28029662,8.248085552,8.061223905,8.952910619,6.757631074,7.449621337,8.375379352
14.41327463,0.0000215,0.849,0.151,0.000000277,0.00000998,0.0000138,7.327473189,11.33682608,8.603291142,8.53814126,11.94692549,7.969112599,6.811316193,9.858301792
23.84170306,0.308,0.509,0.109,0.000000655,0.0739,0.0000327,7.798888215,10.94244424,8.580696063,9.459067742,6.391836081,8.783826885,6.312750624,9.351237536
16.52966704,0.0000443,0.57,0.43,0.000000571,0.0000206,0.0000285,7.359726013,9.178890267,10.28048225,9.436709216,5.995360725,6.683978175,7.012227227,7.333272276
24.29447189,0.0368,0.963,0.0000386,0.00000099,0.0000357,0.0000494,6.651788267,8.916833823,10.05317578,10.08067662,5.990625,7.445929952,6.162693313,7.818426916
13.26689143,0.00000169,0.00000633,0.000000847,1,0.000000784,0.00000108,7.342129222,12.13183436,9.328545763,9.278941195,7.487114528,7.339985411,6.058772354,7.886445234
2.929218324,0.372,0.561,0.0000309,0.000000794,0.0671,0.0000396,6.997035815,10.06063648,9.187448724,9.377674734,11.61041667,8.613078949,8.205128369,12.17574144
2.062824805,1,0.0000167,0.000000665,1.71E-08,0.000000616,0.000000851,6.455201929,9.0873125,9.05640631,10.52863258,3.966666667,7.302624704,8.092334996,8.158853213
9.061992748,0.0000823,1,0.0000413,0.00000106,0.0000382,0.0000529,6.068944218,10.7154584,9.168933965,9.765402876,6.691994048,7.33462963,5.80390795,6.91046627
7.826441045,0.000057,1,0.0000286,0.000000734,0.0000265,0.0000366,6.689864881,9.372509114,11.17389243,8.519311205,8.942495791,7.482361111,7.642678026,6.44125
14.13184812,0.0001,1,0.0000503,0.00000129,0.0000466,0.0000644,6.668959899,8.723372648,10.09409056,9.696164407,11.33709865,7.160178571,6.030168174,5.901612554
21.5094486,0.0000366,0.978,0.0000183,0.000000471,0.000017,0.022,7.486471683,9.774753491,10.52351218,9.080046212,7.956517781,7.299361111,6.640647521,7.685391767
16.15621871,0.325,0.609,0.0000131,0.000000336,0.0000121,0.0659,6.969340544,10.03796931,10.78819867,8.774044754,8.216056858,7.488160244,8.657194113,7.613358093
9.680216779,0.000676,0.808,0.108,0.000000884,0.0833,0.0000441,6.470597086,9.624104013,9.886532925,9.355494893,6.203504896,7.273322642,5.569450701,6.85094471
9.176832004,0.000378,0.907,0.0000192,0.000000494,0.000357,0.0926,6.820853747,9.41648535,10.30656502,9.647821379,7.977522057,7.563599537,6.950738625,6.754804387
12.82454732,0.0204,0.979,0.0000231,0.000000594,0.0000214,0.0000296,7.1445152,9.583963445,9.522752268,8.381185808,7.261676679,7.250087733,6.799896175,7.359418051
11.82125637,0.0098,0.848,0.143,0.000000347,0.0000125,0.0000173,6.75645687,13.60233707,8.939662898,8.995468833,8.498197874,7.230562435,6.865541571,8.005653467
10.29303247,0.964,0.00168,0.0276,0.000000096,0.00634,0.00000479,7.841927592,12.26921435,7.528047034,5.901805479,7.917990431,8.463629679,7.251223676,8.588277382
15.11375149,0.129,0.787,0.0000103,0.000000265,0.0838,0.0000132,7.295581117,13.56414979,7.71254571,6.40359979,7.781678902,7.112886153,6.67363218,8.358453989
20.75745548,0.607,0.393,0.0000127,0.000000326,0.0000118,0.00024,7.806206545,16.7227338,7.788497833,6.833356837,8.40879688,7.729484127,7.295962187,8.583706434
2.623579964,0.000154,0.00467,0.0000773,0.00000198,0.995,0.000099,7.676565491,7.710416667,8.396202381,8.603333333,4.65,5.758333333,6.771649832,9.529027778
16.91088396,0.00699,0.606,0.107,0.000000327,0.28,0.0000163,6.852208311,8.899204815,8.755403941,8.348339245,5.08119023,9.93992544,5.511993681,9.137158339
12.23320056,0.000038,0.864,0.0773,0.000000489,0.044,0.0145,8.371839546,10.20516426,7.030240469,5.323047323,7.06434381,6.904573736,6.622370307,8.232981885
7.971739165,0.305,0.313,0.000222,0.000000305,0.0271,0.355,8.11902856,9.535953424,8.58804972,6.20534893,6.044972004,8.369170355,6.578449983,8.730584497
10.32179523,0.0142,0.628,0.22,0.000000254,0.102,0.0361,7.36762787,10.48512251,8.864635762,7.471350238,7.547888374,8.044046379,6.531573995,9.058012375
13.27481952,0.0149,0.828,0.0000159,0.000000408,0.144,0.0132,6.133056891,7.728914316,7.238567603,7.625224969,5.867175582,9.128490741,5.314002005,8.018713446
6.975105637,0.0000334,0.375,0.0000168,0.000000431,0.179,0.447,7.117158449,10.11530154,9.717591551,9.467090789,7.372447917,9.463249499,9.115598364,8.102840263
12.66981413,0.0000457,0.784,0.0000229,0.000000589,0.194,0.0223,7.043901298,9.263842501,9.069466813,8.561166769,7.143575832,8.084416118,6.804210523,6.657822195
15.72451752,0.385,0.604,0.00000784,0.000000201,0.0112,0.00001,6.776532958,8.667678707,9.256998734,7.570586637,6.147091987,8.203329549,5.977290962,6.483884889
14.08002695,0.542,0.458,0.00000901,0.000000231,0.00000835,0.0000115,7.842575645,11.93773221,8.843800393,7.34419207,8.69954887,7.414052949,7.884187891,7.094929146
10.96973986,0.0108,0.867,0.0000143,0.000000366,0.122,0.0000183,7.814012457,9.958891628,8.897731846,7.404441428,6.157690603,8.502404762,8.994215713,7.837022715
12.10192999,0.0225,0.725,0.000031,0.000000796,0.0947,0.158,6.587433837,9.662860075,8.117085285,8.023349525,6.239087942,7.552738095,6.533454088,9.05253481
6.954349185,0.236,0.743,0.0000196,0.000000504,0.0000182,0.0211,7.264521525,10.30947102,8.193946591,7.180627798,7.862754375,7.30249183,6.519765094,6.753371252
6.420085112,0.324,0.492,0.121,0.000000697,0.0628,0.0000348,7.138608862,9.66680203,10.19311466,9.200558354,17.96454861,7.587152778,7.723567446,6.244795658
10.69451558,0.000078,0.833,0.0000392,0.00000101,0.167,0.0000502,7.091479306,8.658167735,10.08487036,8.510391919,6.044590774,8.176332962,8.63187328,6.291147116
8.132908262,0.309,0.471,0.000239,0.00000033,0.0234,0.197,6.615880263,9.587612339,8.408701433,7.877075242,7.977314116,7.719799543,6.222382557,6.199748932
7.284267482,0.225,0.692,0.000017,0.000000436,0.0000157,0.0828,7.050555286,9.440703685,9.80626937,8.562896465,6.423018519,7.656210317,6.364627709,6.617121212
9.322132338,0.000092,1,0.0000461,0.00000118,0.0000427,0.0000591,6.408777305,9.038307882,8.900589655,9.832970835,7.000025024,7.083710317,9.498225115,8.407832718
15.85193139,0.0000593,1,0.0000297,0.000000763,0.0000275,0.0000381,6.270744688,8.999915558,8.363376719,8.944601528,12.76292715,8.369731871,7.41539524,9.412910674
12.14483181,0.0000246,0.945,0.0549,0.000000317,0.0000114,0.0000158,6.318304565,10.53938909,8.424735452,7.889277855,9.344787645,7.90467164,5.869284403,7.346489488
