9.243710041046142578e-01,2.855062484741210938e-05,2.633741758018004475e-07,4.012196586700156331e-05,1.742232234391849488e-05,7.554265856742858887e-02
2.756304442882537842e-01,2.174732981075067073e-05,2.006150623401481425e-07,4.924773275852203369e-01,1.327077734458725899e-05,2.318569272756576538e-01
2.412923723459243774e-01,5.309286279953084886e-05,4.897717644780641422e-07,7.585846185684204102e-01,3.239862417103722692e-05,3.705952985910698771e-05
8.598595261573791504e-01,4.005567356944084167e-02,9.178356918937424780e-08,7.987853884696960449e-02,6.071524239814607427e-06,2.019997313618659973e-02
9.997039437294006348e-01,7.952079613460227847e-05,7.335644909289840143e-07,1.117499414249323308e-04,4.852562415180727839e-05,5.550658170250244439e-05
9.998629093170166016e-01,3.683668910525739193e-05,3.398115779873478459e-07,5.176630656933411956e-05,2.247869088023435324e-05,2.571250115579459816e-05
6.299008131027221680e-01,2.243994735181331635e-02,2.084723718098757672e-07,3.473718464374542236e-01,1.379054174321936443e-05,2.734451263677328825e-04
7.750905752182006836e-01,2.824717921612318605e-05,2.605749784834188176e-07,2.248439788818359375e-01,1.723715286061633378e-05,1.971691017388366163e-05
9.726768732070922852e-01,2.710792236030101776e-02,7.289381187547405716e-07,1.110451630665920675e-04,4.821958646061830223e-05,5.515651355381123722e-05
9.258754849433898926e-01,2.799283526837825775e-02,2.218487225036369637e-07,3.379604822839610279e-05,1.467539368604775518e-05,4.608301818370819092e-02
3.043366372585296631e-01,3.038020622625481337e-05,2.802517542477289680e-07,6.955929994583129883e-01,1.853877984103746712e-05,2.120579119946341962e-05
5.894585251808166504e-01,3.149290569126605988e-05,2.905161977651005145e-07,2.485250979661941528e-01,1.921777766256127506e-05,1.619654297828674316e-01
9.328414797782897949e-01,4.320622610975988209e-05,3.985693695085501531e-07,6.071736424928531051e-05,6.702397763729095459e-02,3.015852416865527630e-05
6.346294283866882324e-01,4.090880611329339445e-05,3.773760965941619361e-07,3.111694455146789551e-01,5.413139238953590393e-02,2.855489219655282795e-05
6.110158562660217285e-01,3.678394109010696411e-02,1.870704267048495240e-07,3.521735072135925293e-01,1.237479318660916761e-05,1.415504630131181329e-05
9.998083114624023438e-01,5.150281140231527388e-05,4.751038318318023812e-07,7.237648969748988748e-05,3.142833520541898906e-05,3.594965164666064084e-05
7.383269071578979492e-01,4.045290127396583557e-02,1.003688012701786647e-07,1.699710190296173096e-01,2.891151793301105499e-02,2.233754470944404602e-02
9.699266552925109863e-01,2.985116466879844666e-02,7.526726903961389326e-07,1.146608483395539224e-04,4.978963625035248697e-05,5.695243817172013223e-05
3.391574919223785400e-01,2.844875052687712014e-05,2.624344404011935694e-07,3.997880412498489022e-05,2.888606488704681396e-02,6.318877339363098145e-01
6.910068392753601074e-01,5.840423330664634705e-02,1.462538818941538921e-07,2.505680918693542480e-01,9.674759894551243633e-06,1.106658328353660181e-05
6.125320792198181152e-01,2.652172588568646461e-05,2.446579969728190918e-07,3.874064087867736816e-01,1.618423630134202540e-05,1.851252091000787914e-05
8.260168433189392090e-01,1.738823205232620239e-01,3.413888123304786859e-07,5.200657324166968465e-05,2.258302265545353293e-05,2.583184323157183826e-05
9.997299909591674805e-01,7.254831143654882908e-05,6.692446845590893645e-07,1.019515693769790232e-04,4.427083695190958679e-05,5.063969365437515080e-05
8.665472269058227539e-01,1.494324387749657035e-04,1.328978836536407471e-01,2.099962148349732161e-04,9.118750313064083457e-05,1.043058437062427402e-04
9.020808339118957520e-01,3.165202360833063722e-05,2.919840085269242991e-07,4.448033723747357726e-05,1.931487531692255288e-05,9.782344102859497070e-02
6.952760815620422363e-01,1.076240732800215483e-04,9.928120334734558128e-07,1.512432500021532178e-04,3.043889403343200684e-01,7.512304000556468964e-05
9.974349141120910645e-01,2.499422058463096619e-03,2.225199011718359543e-07,3.389829362276941538e-05,1.471979157940950245e-05,1.683739901636727154e-05
6.918272972106933594e-01,5.817142874002456665e-02,1.310667983034363715e-07,2.284369021654129028e-01,2.155438065528869629e-02,9.917423085425980389e-06
9.530762434005737305e-01,4.687101393938064575e-02,1.788019972082111053e-07,2.723838406382128596e-05,1.182783307740464807e-05,1.352939943899400532e-05
9.997135400772094727e-01,7.693968655075877905e-05,7.097542606970819179e-07,1.081227237591519952e-04,4.695056122727692127e-05,5.370492726797237992e-05
8.224564790725708008e-01,8.414586633443832397e-02,4.123837413771980209e-07,6.282181857386603951e-05,2.727937135205138475e-05,9.330703318119049072e-02
6.375991702079772949e-01,1.950774640135932714e-05,1.799553217551874695e-07,3.365545868873596191e-01,2.581305988132953644e-02,1.361666818411322311e-05
6.931692361831665039e-01,3.453070166870020330e-05,3.185392642990336753e-07,3.067507445812225342e-01,2.107151703967247158e-05,2.410289016552269459e-05
9.997494816780090332e-01,6.731427856720983982e-05,6.209617140484624542e-07,9.459622378926724195e-05,4.107689528609625995e-05,4.698626798926852643e-05
7.658401727676391602e-01,2.340732067823410034e-01,2.935732368314347696e-07,4.472243381314910948e-05,1.942000199051108211e-05,2.221378781541716307e-05
3.885114490985870361e-01,8.859812805894762278e-05,8.173012702172854915e-07,6.112832427024841309e-01,5.406484706327319145e-05,6.184267840581014752e-05
6.795675307512283325e-02,3.855309478240087628e-05,3.556451133590599056e-07,2.950092256069183350e-01,5.622403621673583984e-01,7.475472241640090942e-02
6.025599837303161621e-01,1.533330578240565956e-05,1.414468897564802319e-07,3.624390661716461182e-01,9.356775080959778279e-06,3.497621417045593262e-02
5.061789155006408691e-01,1.740556763252243400e-05,1.605631183565492393e-07,4.221384823322296143e-01,7.165291905403137207e-02,1.214931944559793919e-05
8.029139637947082520e-01,3.838436532532796264e-05,3.540886268638132606e-07,5.394124309532344341e-05,2.342312291148118675e-05,1.969699859619140625e-01
8.079257607460021973e-01,1.005344763398170471e-01,2.710505953018582659e-07,4.129137596464715898e-05,1.793011870176997036e-05,9.148015081882476807e-02
6.782514452934265137e-01,4.475662112236022949e-02,3.654441513845085865e-07,5.567112748394720256e-05,2.417429641354829073e-05,2.769117355346679688e-01
