13.34055959,0.277,0.35,0.0175,0.000000207,0.355,0.0000103,3.8706977
13.29247971,0.00928,0.52,0.195,0.00000048,0.265,0.0103,2.7036521
26.7060911,0.0352,0.965,0.0000383,0.000000983,0.0000355,0.000049,1.2359744
13.86979809,0.0000267,0.919,0.0000134,0.000000344,0.0000124,0.0811,4.534122
5.984300591,0.0000782,0.909,0.0000392,0.00000101,0.0907,0.0000503,3.2427297
15.52874484,0.0537,0.735,0.0000307,0.000000789,0.0000284,0.211,2.9946253
12.07558837,0.0000425,0.887,0.0000213,0.000000548,0.0000198,0.113,3.9143152
22.69739912,0.311,0.634,0.0000233,0.000000599,0.0556,0.0000299,3.480347
9.501414564,0.000019,0.387,0.276,0.000000244,0.337,0.0000122,3.8354826
6.644385947,0.366,0.566,0.0678,0.000000367,0.0000132,0.0000183,-1.998246
8.242451476,0.0000354,0.864,0.0862,0.000000456,0.0498,0.0000227,5.182076
5.762350638,0.318,0.681,0.000028,0.000000718,0.0000259,0.000529,0.009303524
6.637721957,0.000151,0.786,0.0000756,0.00000194,0.213,0.0000969,-1.182985
10.45649732,0.219,0.533,0.00000831,0.000000213,0.016,0.233,-0.8805143
7.017511218,0.000042,0.976,0.0000211,0.000000541,0.0000195,0.0235,-2.4554346
10.70034824,0.00948,0.513,0.0495,0.000000404,0.427,0.000576,3.2294936
9.341528988,0.307,0.297,0.0000244,0.000000627,0.396,0.0000313,3.8462722
11.09695307,0.16,0.695,0.0000134,0.000000344,0.145,0.0000172,4.371412
12.49745582,0.0000477,1,0.0000239,0.000000614,0.0000222,0.0000306,0.35123575
10.60950606,0.246,0.614,0.0000179,0.000000459,0.0505,0.089,0.6111727
20.63716077,0.347,0.554,0.0000146,0.000000375,0.0985,0.0000187,0.35945776
15.09892604,0.0225,0.641,0.0000143,0.000000368,0.147,0.19,1.43726
16.39250391,0.0000227,0.316,0.0000114,0.000000293,0.0217,0.662,1.9941921
9.161338951,0.0000388,0.931,0.0687,0.0000005,0.000018,0.0000249,1.248719
9.764503914,0.0149,0.96,0.0000206,0.000000528,0.000019,0.0251,8.924255
6.567707021,0.00937,0.868,0.0584,0.000000349,0.0000126,0.0637,9.20767
10.10802904,0.0000322,0.963,0.0000161,0.000000415,0.0373,0.0000207,1.2105083
14.74517823,0.272,0.727,0.0000206,0.000000529,0.000746,0.0000264,4.0710316
0.740998244,0.000153,0.256,0.0000767,0.00000197,0.743,0.0000983,5.121525
0.273628361,0.0000231,0.386,0.437,0.000000298,0.177,0.0000148,5.3847713
5.519521774,0.575,0.17,0.00000455,0.000000117,0.254,0.00000583,8.294414
2.046537538,0.225,0.193,0.00002,0.000000513,0.582,0.0000256,1.6162748
5.659281747,0.0000547,0.924,0.0000274,0.000000704,0.0755,0.0000351,1.5337306
2.751774954,0.521,0.383,0.0000456,0.00000117,0.0957,0.0000584,1.644291
6.161821474,0.0000557,1,0.000028,0.000000718,0.0000259,0.0000358,-0.55483484
11.92435439,0.0000309,0.516,0.25,0.000000399,0.0000144,0.234,-2.656858
18.23201489,0.0000337,0.51,0.0000169,0.000000434,0.0000157,0.49,2.8218753
2.607791321,0.0000372,0.759,0.0727,0.000000479,0.0000173,0.168,6.9267135
4.450393504,0.000033,0.579,0.153,0.000000425,0.166,0.102,2.4639711
5.089089519,0.215,0.553,0.0000175,0.00000045,0.0000162,0.232,6.874516
13.9013116,0.389,0.542,0.0000305,0.000000783,0.0694,0.000039,6.939267
4.653791238,0.47,0.44,0.0000129,0.00000033,0.0000119,0.0905,6.9957294
10.41293649,0.0144,0.98,0.0000173,0.000000444,0.000016,0.00551,-0.037240412
3.291946409,0.0000597,0.911,0.0000299,0.000000769,0.0000277,0.0888,2.4745939
6.188531292,0.000041,0.0274,0.0000206,0.000000528,0.0359,0.937,2.8831515
1.710219219,0.000334,0.999,0.000167,0.0000043,0.000155,0.000214,7.476489
13.00530707,0.000149,0.0401,0.0000747,0.00000192,0.724,0.236,2.5921388
16.32081915,0.0751,0.0476,0.00155,0.00000214,0.873,0.00304,9.242744
